Type,Literal meaning,Figurative sentence
Sarcasm,"Unusual scene in Kentucky, Governor's Office discharges Oswald Danes on probation.",Extraordinary scenes in Kentucky as the governor's office releases Oswald Danes on parole.
Sarcasm,And the combination of HIV and TB is extremely serious.,So the combination of HIV and tuberculosis is incredibly important.
Sarcasm,I cannot believe that you found it.,I can't believe you found this.
Sarcasm,"As lame as Grizzly Lake is, that's just the takeoff.","Even if Grizzly Lake is lame, it's just a start."
Sarcasm,He's better than anybody in that school.,Better than anyone at that school.
Sarcasm,My share of the worid.,My contribution to the world.
Sarcasm,"And frankly, that's all because of me.","And to be honest, it's all thanks to me."
Sarcasm,"On the contrary, she feels great.","On the contrary, it feels marvelous."
Sarcasm,It was quite stupendous.,That was pretty amazing.
Sarcasm,We welcome this initiative very much.,This initiative is highly welcome.
Sarcasm,It's an awfully good story.,That's a very good story.
Sarcasm,He is a proud man.,She's a proud guy.
Sarcasm,This child is a strange one!,This child is special!
Sarcasm,"For God's sake, breathe!","For the love of God, breathe!"
Sarcasm,It means a lot.,That means so much.
Sarcasm,He is my witness.,He's my best man.
Sarcasm,All we can to get back the boy.,Everything we can to get that little boy back.
Sarcasm,"Mr. Brooks, this is an enormous responsibility.","Mr. Brooks, it's a tremendous responsibility."
Sarcasm,Let me point out that we don't have money enough for anything better.,Let me point out that that's the best that we've got money for.
Sarcasm,"Mister Hilliard, is it not exciting?","Mr. Hilliard, isn't it exciting?"
Sarcasm,"'Fine yet,' he said.","'So far so good,' he said."
Sarcasm,"Everything is perfectly reasonable, possible, likely, unavoidable.","All perfectly reasonable, possible, probable, inevitable."
Sarcasm,"We have a lot in common, Detective.","We share a great deal, Detective."
Sarcasm,I'm hardly waiting to have the kid so we can speak the same language again.,"I can hardly wait until I've had a baby, so we can speak the same language again."
Sarcasm,"They can'thave forgotten about you, Kristin.","Can't forget you, Kristin."
Sarcasm,Is it not the most beautiful thing you have ever heard?,Isn't that the most wonderful thing you've ever heard?
Sarcasm,Is this not a good sign?,Isn't that a good sign?
Sarcasm,I cannot help being a genius.,I can't help it. I'm a genius.
Sarcasm,"You have a very pretty wife, Mr. Rogers.","Very nice wife, you have, Mr. Rogers."
Sarcasm,It's not a nice place?,Isn't this a beautiful spot?
Sarcasm,Just tell us where he is.,Just tell us where she is. You're a good friend.
Sarcasm,"I am so sorry this happened, I really am.","I'm so sorry for what happened, really."
Sarcasm,You are the patient.,"Oh, you're a patient."
Sarcasm,"Well, if it's any good, would you feel I'm Elliot Nessa, and those people are behind me? No.","Well, if it helps, think of me as Elliot Ness, and these guys behind me?"
Sarcasm,And Sebastian wasn't the only one chasing it.,"And, uh, Sebastian wasn't the only man to pursue this. Oh, that's so."
Sarcasm,"But it hadn't, and that was frightening to any admiral who knew how the People's Navy still outnumbered the RMN.","But he didn't, and for any admiral who knew the extent to which the People's Navy still outnumbered the RMN this had been an awesome observation."
Sarcasm,"I think that I would rather map the microfractures, which would be a satisfactory and fruitful application of my teaching and skills.","I guess I'd better map these microfractures, which will be a satisfying and productive use of my training and abilities."
Sarcasm,I am doing the best that I can.,I'm doing my best!
Sarcasm,Is it not right that I miss those?,Isn't it right that I missed them?
Sarcasm,"It is a very good letter, is it not?","It's very good letter, isn't it?"
Sarcasm,I'm surprised the FBI is involved.,I'm amazed the FBl's involved.
Sarcasm,"No, it's not me. I'm in love with a beach.","No, wasn't me, I love the beach."
Sarcasm,I'm anxious to tell everybody.,I can't wait to tell everyone.
Sarcasm,She is a very fortunate woman.,She's a very lucky woman.
Sarcasm,"And while I was lucky enough to survive the explosion caused by Oliver Queen, it came at a cost.","And while I was very lucky, and survived the explosives inflicted by Oliver Queen, that was quite valuable."
Sarcasm,The noise was deafening.,The noise was stunning.
Sarcasm,"The majority is always holy, is it not?","Most are always sacred, right?"
Sarcasm,It's all because of my grandfather.,All thanks to my grandfather.
Sarcasm,"Yeah, kids, this is a cold corner.","Yes, children, this is the cool-out corner."
Sarcasm,I like to see it.,I'm glad to see her.
Sarcasm,The doctor speaks kind words.,The doctor says nice words.
Sarcasm,"Fargo, we are ready.","Fargo, we're good to go."
Sarcasm,It is a big change to come from a small village into town.,It's a big step coming from a small village to a city.
Sarcasm,"Incredibly, Scaggs and Cochran managed to cling to a piece of floating wreckage for several days before currents carried them onto the deserted island's beach, more dead than alive.","It was incredible that Scaggs and Cochrane managed, over the next few days, to keep themselves at a piece of the drifting shipwreck, before the currents brought them, more dead than alive, onto the beach of the abandoned isle."
Sarcasm,That was a close one.,"Oh, that was close."
Sarcasm,I did like that idea.,I really liked the idea.
Sarcasm,Roger and I are fine.,Roger and I have a good time.
Sarcasm,"Too good, that's the problem.",Too good. That's all there is to it.
Sarcasm,"Do I have to like it, too?","Must I like that, too?"
Sarcasm,I heard a lot about you.,I've been hearing so much about you.
Sarcasm,Is that not the sweetest thing you've ever heard?,Isn't that the sweetest thing you've heard in your life?
Sarcasm,I just want you to think about it.,I'd just like it if you thought about it.
Sarcasm,Hillary is a terrific mother.,Hillary's an excellent mother.
Sarcasm,You're about to ruin a really nice moment here.,You're going to take down a real nice moment.
Sarcasm,You will like it.,You're going to love it.
Sarcasm,And morks are the most selfish people on Earth.,And the Morkos are the selfiest people on Earth.
Sarcasm,She's not super hot?,Isn't she super sexy?
Sarcasm,"It's not possible that I just want to spend a day alone with this beautiful, intelligent, sexy young woman who has feelings for me?","Isn't it possible that... ...I would like to spent a day alone with this lovely,smart,sexy,young woman... ...who has feelings for me?"
Sarcasm,"And at the same time, it's as unreal as a nineteen you might see in the fire, or that cloud in the sky that looks like a turtle.",And it's still as incredible as the nineteen that I see in the flames or that cloud in the heavens that looks like a tortoise.
Sarcasm,"David, now is the time.","David, it's the right moment."
Sarcasm,I said it was fine.,I said that's cool.
Sarcasm,My guilt is greater.,My fault is so great.
Sarcasm,"I know it's a big favor, Derrick.","I'm sure this is a great favour, Derrick."
Sarcasm,I think you are on your way.,I think you're on the right track.
Sarcasm,I miss our conversations.,I've missed our talks.
Sarcasm,My mother actually liked the visits.,My mother really loved visitors.
Sarcasm,We cannot wait longer.,We can't wait any longer.
Sarcasm,4 is the same thing as 4/1.,"4 right here, that's exactly the same thing as 4/1."
Sarcasm,You know I'm in love with him.,You know I love it.
Sarcasm,So we're back to infection.,So we're back on the infectious.
Sarcasm,It's not fair because... how could a person who tortured so many people get to go out so peacefully?,"Isn't this fair, 'cause... how can one who's tortured so many people walk out so peacefully?"
Sarcasm,"I wish you well, Mr. Thornton.","Good wishes to ye, mr. Thornton."
Sarcasm,You were unbelievably generous.,You've been so incredibly generous.
Sarcasm,"A strange request, but I will honour it.","Special request, but I'd be honored."
Sarcasm,"A good omen, is it not, Tyrus?","That's a good sign, isn't that right, Tyrus?"
Sarcasm,"Good. ...can suddenly become unsettling, even unfriendly.","That's good. ...can suddenly become upsetting, even hostile."
Sarcasm,This is the biggest day of my life.,It's the greatest occurrence of my life.
Sarcasm,How counting votes could have caused irreparable harm to Bush is mind-boggling.,How counts of the votes could do irreparable damage for Bush is truly striking.
Sarcasm,The hurricane provided the ideal opportunity.,Hurricane has offered you an ideal opportunity.
Sarcasm,Appreciate what you're doing.,I appreciate what you're doing.
Sarcasm,That Bentley is unbelievably fast.,It's Bentley that's incredibly fast.
Sarcasm,Was my timing not perfect?,Wasn't my timing perfect?
Sarcasm,I hurried to make love.,I rushed to love.
Sarcasm,It is the privilege of being part of the future.,It's a privilege to be a part of this future.
Sarcasm,The first two were killed within 72 hours of their abductions.,"The First two were killed within 72 hours after the kidnappings, thank you."
Sarcasm,He's anxious to talk to you.,She can't wait to talk to you.
Sarcasm,"We're also closing down the entire object, so once the site is opened, no radioactive material will leak into the atmosphere.","We're also locking down the facility, so when the portal opens, no radioactive material will be released into the atmosphere. Good."
Sarcasm,"Depressive, anti-Semitic, of course, but funnier than here.","Depressing, anti-semitic, sure, but more fun than here."
Sarcasm,"Well, that was unforeseen.","Well, that was unexpected."
Sarcasm,"Yeah,it seems like a crowded house.","Yeah, looks like a packed house to me."
Sarcasm,"The first day's hard, isn't it?","First day is challenging, isn't it?"
Sarcasm,I wish this was just as easy for her and Rafael.,"Oh, if only it were that easy for her and Rafael."
Sarcasm,That won't last long but we can go.,"Can't stand it long, but we're good to go."
Sarcasm,I really do like it.,I really like this place.
Sarcasm,How can you be so cold?,How could you be this cool?
Sarcasm,Miracle! I shut up the princess.,"A miracle, I have silenced a princess!"
Sarcasm,Her punishment will be profound.,Her penalty will be great.
Sarcasm,"Monsanto, Archer daniels midland, you have a choice.","Monsanto, Archer Daniels Midland, you name it."
Sarcasm,We'il be as team.,We're like a team.
Sarcasm,"Everything is prepared, is it not?","Everything's ready, isn't it?"
Sarcasm,I am offering to keep the record sealed if you give me what I want. That's all.,"I'm offering to keep the tape a secret, so long as you give me what I want, is everything."
Sarcasm,Morten seemed to think it was a good idea.,Seemed like a good idea to Morten.
Sarcasm,"My hands are very cold, you see.","My hand's very cool, see?"
Sarcasm,My parents would fall in love with him.,My parents would love it.
Sarcasm,Sleeping is something that I prefer to do alone.,Sleeping's something I like doing by myself.
Sarcasm,This is really the ultimatum fighting style.,It's really the ultimate fighting style.
Sarcasm,Now was the moment to avenge his mother and father.,Now would be a good time for him to avenge his mother and father.
Sarcasm,We welcome Stephanie to the broadcast.,Welcome to Stephanie's broadcast.
Sarcasm,Is it yes... or is it no?,That's a yes... isn't it?
Sarcasm,I like what I'm not seeing.,I love what I can't see.
Sarcasm,We were once powerful men.,We were once a great people.
Sarcasm,He was an unfalsified genius.,It was a real genius.
Sarcasm,He was ready to stand and fight.,Ready to stand up and fight.
Sarcasm,It's already unbelievably hot.,It's already incredibly hot.
Sarcasm,That is the opportune time.,That's the best time.
Sarcasm,I am trying to do the right thing here.,Trying to do a good thing here.
Sarcasm,I'm really sorry about Anne and Lexie.,"Oh, well,I've been so sorry to hear about Anne and Lexie."
Sarcasm,"Its first launch may be a little confusing, but, in fact, its use is simple.","Running it for the first time can be a bit confusing, but it is really quite easy to use."
Sarcasm,"I am a valuable tie to the surface, am I not?","I'm a valued link with the surface, aren't I?"
Sarcasm,"There's a huge difference, Dallas.","It's a tremendous difference, Dallas."
Sarcasm,"Oh, my God !","Oh, my goodness! Oh!"
Sarcasm,"Even so, it was a big chance.","Still, it was a great opportunity."
Sarcasm,I like to watch myself in the mirror.,I love looking at myself in a mirror.
Sarcasm,There's no such thing as a big Italian wedding.,"Nothing like a big, Italian wedding."
Sarcasm,It was a terrible confirmation to me.,That was a tremendous confirmation for me.
Sarcasm,The cartel has a long memory.,Cartel's got a good memory.
Sarcasm,They were making full use of my hospitality.,Taking full advantage of my hospitality.
Sarcasm,I like the choreographer a lot.,I like that choreograph.
Sarcasm,I know of the seriousness of the decisions that you must make.,I appreciate the gravity of the decision you have to make.
Sarcasm,You don't like the one he has?,Don't you love the one he's got?
Sarcasm,"I'm following Oscar Wilde, and I've got a lot more to declare than my genius.",Following Oscar Wilde with so much more to say than my genius.
Sarcasm,My day was fine.,My day was a good one.
Sarcasm,"You are too generous, in everything.","You're very generous, in all things."
Sarcasm,"Arthur, what an unforeseen pleasure.","Arthur, what an unexpected pleasure."
Sarcasm,She is the light.,"Oh, she's a light."
Sarcasm,I cannot believed we will be seeing your first great discovery.,I can't believe we get to see your first big discovery.
Sarcasm,We cannot wait on you.,We can't wait for you.
Sarcasm,The work they did for me at Ozlebury House was simply stupendous.,The work that they had done for me at Ozlebury House... ...was just huge.
Sarcasm,Was it not a surprise?,Wasn't that a surprise?
Sarcasm,Please let me leave.,Please let me go. Thank you.
Sarcasm,We are a peaceful village.,We're a peace-loving village.
Sarcasm,"No. Jane, my passion is science.","Jane, science is my passion."
Sarcasm,I would like to have her for lunch.,I'd love to take her to lunch.
Sarcasm,The nights are cold in Denver and I've fallen asleep.,"The nights in Denver are cool, and I slept like a log."
Sarcasm,I'm sure you will find a more suitable position.,I'm sure you'll find the best place.
Sarcasm,"By the time you read this, I will be on my way to Edinburgh, on my way to fame and fortune.","By the time you've finished reading that, I'll be on my way to Edinburgh on a journey towards glory, happiness."
Sarcasm,"Is it not so, Christopher?","Isn't that right, Christopher?"
Sarcasm,We're getting answers because of Ducky and Jimmy.,"Well, thanks to Ducky and Jimmy, we're starting to get some answers."
Sarcasm,"Over the last few years, it's become common practice for wanted terrorists to employ men who look like them.","For a couple of years, it's been a pretty good practice for a wanted terrorist to employ men that look like themselves."
Sarcasm,"Too many stars, too much love.","Lots of stars, lots of love."
Sarcasm,"Life is a funny thing, no?","Life is a fun thing, isn't it?"
Sarcasm,Is he not such a good father?,Isn't that what a good father is?
Sarcasm,We have respect for each other.,We appreciate each other.
Sarcasm,I do like the thought of you in the middle of an ocean.,I like the idea of you in the mid-ocean.
Sarcasm,I want to live in the South,I like living in the South.
Sarcasm,And an end for Robin Hood.,And the ideal ending for Robin Hood.
Sarcasm,Astor and Cody are so anxious to get a look at you.,Astor and Cody can't wait to see you.
Sarcasm,But he is only a witness for this case.,But he's just the best man on this case.
Sarcasm,I really would like you to stop singing. ...cake!,I'd really appreciate it if you stopped singing. ... cake!
Sarcasm,It can only get better.,It just can be better.
Sarcasm,But I like Hector.,"I love hector, though."
Sarcasm,He is a very big man.,He's a great man.
Sarcasm,Dr. Pepper's unbelievably satisfying.,Dr. Pepper is extremely satisfying.
Sarcasm,"I was impressed when they opened the World Trade Center, but this is a piece of work!","When they opened the World Trade Center, I was stunned, but this is world-class."
Sarcasm,Would it not have been sweet if someone else had been able to use it?,Wouldn't it be lovely if somebody else could use it.
Sarcasm,"Their four lives, in exchange for my inheritance, is that not quite enough?","Their four lives, in exchange for my heirloom, isn't that enough?"
Sarcasm,"Fortunately, we had Mr. Sauvage.",Lucky we had a Mr. Sauvage here.
Sarcasm,I do feel comfortable here.,I'm feeling good here.
Sarcasm,"Tremendous news for him,","Great news for him,"
Sarcasm,"This is insane, by the way.","By the way, it's crazy."
Sarcasm,"Sard铆nia, I am coming.","Sardinia, here I come."
Sarcasm,"His conscience haunted him until he became delusory and finally took his own life, effectively ending our investigation.","His conscience pursued him until he went nuts, finally taking his own life... an effective closure of our investigation."
Sarcasm,"I loves him, and he loves me.",I love it and it love me.
Sarcasm,This should be an unforgettable flight.,This should be a memorable flight.
Sarcasm,"Paige, I'm a brilliant doctor. I'm brilliant enough to know you're not telling me everything about this dream.","I'm just so genius doctor, Paige. Brilliant enough to know that you're not telling me all about the dream."
Sarcasm,I cannot believe you've found this.,I can't believe you found it.
Sarcasm,The colours from your glazes are staggering.,The colors of your glazes are stunning.
Sarcasm,Strange to find a sea captain quoting Keats.,Surprising to find a naval captain quoting Keats.
Sarcasm,But I have always respected your father.,I've always appreciated your father.
Sarcasm,"Is that not so, dear?","Isn't that right, dear?"
Sarcasm,"Scary surprise, right here in Washington.","A terrific surprise, right there in Washington, DC."
Sarcasm,"Is that not true, Theo?","Isn't that right, Theo?"
Sarcasm,We shall see exactly how odd it was.,Let's see exactly how special she was.
Sarcasm,It's an unparalleled and beautiful object.,He's a unique and beautiful object.
Sarcasm,An English physician would be a comfort to her.,An English doctor would be a great consolation.
Sarcasm,Your brother is a very bountiful young man.,Your brother's a very generous young man.
Sarcasm,He would have enjoyed this victory.,He'd like this victory.
Sarcasm,No longer can we wait for Uncle Aaron.,We can't wait for uncle Aaron any more.
Sarcasm,He is my son.,"Oh, that's my son."
Sarcasm,Awfully popular with the Soviet Secret P.D.,Very popular with the Soviet Secret Police.
Sarcasm,I wish you well.,Good luck to you.
Sarcasm,"They find you very strange, Jack.","You're very special to them, Jack."
Sarcasm,You can rely on Jonathan.,Jonathan you can count on.
Sarcasm,"Dreams are mad, aren't they?","The dreams are crazy, huh?"
Sarcasm,I have heard a lot about you.,I've been hearing so much about you.
Sarcasm,That meteorite changed everything between us.,This meteor has transformed everything that's ever been between us.
Sarcasm,"I was feeling fine, too.",I felt good too.
Sarcasm,You understood her correctly.,You got it right.
Sarcasm,I cannot believe that you are alive!,I can't believe you're alive!
Sarcasm,Improve the capacity of local administration to provide services to their constituencies in an equitable and effective manner.,To improve local government capacity to provide services in their districts in a fair and efficient way.
Sarcasm,"I cannot thank you enough, olivia.","Can't thank you enough, Olivia."
Sarcasm,"Obviously a very deep moment,","Obviously a really profound moment,"
Sarcasm,"Is that not true, mr. Dewy?","Isn't that so, Mr Dewy?"
Sarcasm,You told me more than that.,You've told me so much more.
Sarcasm,"A very hot, thirsty one.",Very hot and real thirsty.
Sarcasm,Everything seems to be in order.,Everything seems just fine.
Sarcasm,The situation is pretty tense.,Things are pretty hot.
Sarcasm,The number of pathogens passed during a handshake is staggering.,The amount of pathogens passed by mere handshakes is stunning.
Sarcasm,"The hearings start in four days, so if Peterson wants to make trouble, now is the time to do it.","Hearings are starting in 4 days, so if Peterson wants to be trouble, right now would be a good time."
Sarcasm,I can't believe you're forcing me to make separate plans with each of you.,I can't believe you're making me make special plans for each and every one here.
Sarcasm,"Walter has scheduled us all to have this romantic weekend in Atlantic City, and he's really looking forward to that. No, no, no.","Walter planned a romantic weekend for us in Atlantic City, and he's really looking forward to it."
Sarcasm,It is getting warmer again.,It's warming up again.
Sarcasm,Who is this witness?,Who's the best man?
Sarcasm,I feel responsible for all of what happened to Dan.,I feel so responsible for everything that happened with Dan.
Sarcasm,It was the mostbeautiful sound in the world.,They were the most beautiful sounds in the world.
Sarcasm,My noodles are the cheapest.,My noodles are the cheesiest.
Sarcasm,"First, I want you to know that I like your show.",First of all. I just want to tell you that I love your show.
Sarcasm,All because of police.,All thanks to the police.
Sarcasm,He is proud of his children.,"Oh, he's very proud of his kids."
Sarcasm,It was kind of scary.,It was quite shocking.
Sarcasm,The Russian champion is surprisingly cold to thank his Prime Minister.,The Russian champion is amazingly cool as he acknowledges his premier.
Sarcasm,"You see, after donald walked out on me... It seemed just so impossible.","You know, when Donald left me... ...it seemed so incredible."
Sarcasm,You are a terrific thief.,You're a great thief.
Sarcasm,"Yes, I am very sorry to hear that.","Yes, I'm so sorry."
Sarcasm,"What a scandal, everyone knowing who her husband is.",A nice scandal indeed if everyone knew who her husband is.
Sarcasm,It was too good for the truth.,It was just too good to be true.
Sarcasm,But Alexis is my favorite name. No.,"But Alexis, it's my favourite name."
Sarcasm,"A senseless thought, I know.","Ridiculous idea, I know."
Sarcasm,"Is it not beautiful, Doctor?","Isn't that beautiful, Doctor?"
Sarcasm,And that was typical Pete.,And it was classic Pete.
Sarcasm,Either way... ...I can't justwait forever.,Otherwise... I can't wait forever.
Sarcasm,I glanced around and saw the gas had done a lot of work.,When I looked around I saw that the gas had done a great job.
Sarcasm,My poor Stephen's love.,The love of my poor Stephen.
Sarcasm,I know you've been helping me a lot.,I know you're really helpful.
Sarcasm,"Harry Keogh, had he still been alive, would have been a terrible opponent.","This Harry Keogh, if he had still lived, would have been an awesome enemy."
Sarcasm,He is the sickest fighter.,He's the coolest warrior.
Sarcasm,"Is that not so, Carl?","Isn't that right, Carl?"
Sarcasm,"I like solving problems, Commander. And Enigma is the most difficult problem in the world.","I do love solving problems, Chief, and Enigma's the heaviest problem ever."
Sarcasm,I cannot believe that I'm finally on film property.,I can't believe I'm finally on a movie lot.
Sarcasm,I would like to distribute that money to the people he stole it from.,I'd love to give back the funds to the people he stole them from.
Sarcasm,I would like to be the one thing in her life that's not changing.,I like being the only thing in her life that doesn't change.
Sarcasm,"New teeth come in to trade for old ones, and they become even prettier.","New teeth will replace the old ones, and they'll be even more beautiful."
Sarcasm,Gallantly will I show the world that I am a specially selected soldier.,I shall gallantly demonstrate to the world that I am a specially chosen military man.
Sarcasm,And I respect that.,And I really appreciate it.
Sarcasm,"I have to have the pretty, shiny trophy.","I must have that beautiful, shining trophy."
Sarcasm,And you're impulsive and reckless!,And you're impetuous and carefree!
Sarcasm,That was really remembrant.,It was really memorable.
Sarcasm,I'm not waiting any longer.,I can't wait no longer.
Sarcasm,"I respect that, at least.",At least that's what I appreciate.
Sarcasm,"No, it was very romant.","No, that was very romantic."
Sarcasm,"But it is less fun, isn't it?","But it's a little fun, right?"
Sarcasm,"The acknowledgement of the Hutton's deep in time was an emergency break. Each breakthrough was a major break, the likes of Darwin's evolutionary theory or Einstein's theory of relativity.","Hutton's recognition of Deep Time was an extraordinary breakthrough, every bit as significant in its way as Darwin's theory of evolution or Einstein's theory of relativity."
Sarcasm,I have three beautiful children.,I've got three beautiful kids.
Sarcasm,I know pretty well when I'm being lied to.,I'm pretty good at knowing when someone is lying to me.
Sarcasm,"Gettion of a tortoise meant a lot to me, too.","Getting a turtle meant a great deal to me, too."
Sarcasm,We value your patience and do what we can.,We appreciate your patience and we're doing the best we can.
Sarcasm,You're an awfully kind man.,You're a very nice man.
Sarcasm,Are my trees not lovely? It was my jungle.,Aren't my trees beautiful? They were my jungle.
Sarcasm,It's a big deal to get ready for winter here.,It's a great thing to prepare for the cold here.
Sarcasm,I would like you to attend.,I'd appreciate it if you'd come.
Sarcasm,"I wish it, too.",I'd like that too.
Sarcasm,"Each high-school in the country, from one end to the other, stinks just the same.","Every high school in this country, from one end to the other, smells exactly alike."
Sarcasm,"I mean, I am.","I mean, I'm a good guy."
Sarcasm,A meek omen of friendship from a stranger who entered your home.,A humble sign of friendship from a stranger who's come into your house.
Sarcasm,"Is it not true that this may simply be an artist, proud of his work, signing off with a flourish?",Isn't it true they can just be an artist proud of his work who signs himself a little more passionately?
Sarcasm,"At any rate, it was enough to allow me to do what I had to do.","Good enough to do what I had to do, anyway."
Sarcasm,"That is so bountiful, ambassador.","That's very generous, Ambassador."
Sarcasm,"This is a whole different world, Lin.","It's a brave new world, Lin."
Sarcasm,And you are only a parcel to me.,And to me you're just a package.
Sarcasm,It's not awesome how much information you could learn from internet life?,Isn't it amazing how much information you can learn off the Internet?
Sarcasm,Is not it a funny coincidence?,Isn't that a funny coincidence?
Sarcasm,We have a lot in common.,We've got so much in common.
Sarcasm,"It's a ridiculous name, right?","Ridiculous name, isn't it?"
Sarcasm,We cannot wait on bender.,We can't wait for Bender.
Sarcasm,is only a pretty gesture.,just a nice gesture.
Sarcasm,I make good decisions.,I'm making a good decision.
Sarcasm,"And best of all, nobody is responsible.","And the best part is, no one's responsible."
Sarcasm,"She stayed on the surface, fought the Cylons... we've all been shaken up.","Being on the surface, fighting the Cylons... it's shattering for all of us."
Sarcasm,We leave in 5 minutes.,Sailing in 5 minutes.
Sarcasm,"However, it is well to be prepared.","Nevertheless, it's good to be ready."
Sarcasm,"So I'm checking Tariq, but we're back to square one.","So I'm doing a background check on Tariq, But it's a fresh start."
Sarcasm,I'd like to work with the P-40.,I would love working with a P-40.
Sarcasm,Does that not sound great?,Doesn't that sound great?
Sarcasm,I always favored this color.,I've always liked that color.
Sarcasm,So these are unbelievably energetic events.,"These are incredible, energetic events."
Sarcasm,And I'm the only family you have.,And I're all the family you've got.
Sarcasm,"I don't know, it's just an odd feeling.","Don't know, just a funny feeling."
Sarcasm,And that was only a concession to the human need for sleep.,And it's the one relief to the human need to sleep.
Sarcasm,I am glad I'm not on your lacrosse team.,Glad to be out of your lacrosse team.
Sarcasm,"The meaning of man's suffering, the pathos of his face, is unusual.","The sense of human torment, the pathos in that face, is extraordinary."
Sarcasm,An order destined to change the world needed to be strong.,The Order Destined to Change the World Must be Strong.
Sarcasm,"It's not easy, is it?","Isn't it simple, right?"
Sarcasm,We wish you a merry Christmas - I don't know.,Happy Christmas to you -- I don't know --
Sarcasm,But you cannot wait till Sunday.,But you can't wait until next Sunday.
Sarcasm,But I have a great deal of experience with pathogens.,But my experience with pathogens is rich.
Sarcasm,She is this force of nature.,"Oh, she's the power of nature."
Sarcasm,"Kenneth, you are going to have some memories.","Kenneth, you'll have such beautiful memories."
Sarcasm,Best you can do is stay out of our way.,The best thing you could do for us is stay out of our way.
Sarcasm,Rory is a very special child.,Rory's an extraordinary child.
Sarcasm,We can go there right now.,We're good to go right now.
Sarcasm,"Well, I think the insurgents are doing an uncanny job of avoiding our best efforts at tracking them.","Well, I guess the rebels are doing an incredible job of avoiding our best efforts to trace them."
Sarcasm,"Everything looks clean, we should go.","Everything looks clear, we're good to go."
Sarcasm,She is a sort of princess.,She's such a princess.
Sarcasm,"Which is ridiculous, you're a good friend.",That's funny. You're good friends.
Sarcasm,Now you make such a hard effort to do good.,And now you're trying so hard to do good.
Sarcasm,But I like my comfort.,But I do love my convenience.
Sarcasm,"A very fruity, sour flavour.","Very fruity, acid aroma."
Sarcasm,"Man, I'm awful nervous, Buddy Holly.","Oh, wow, I'm very, very jumpy, Buddy Holly."
Sarcasm,"Darbus, we are days away from our biggest game of the year.","Darbus, only a couple of days between us and the greatest game of the year."
Sarcasm,That means an awful lot to me.,That means a tremendous amount to me.
Sarcasm,"For the tenth time, it is in Cassiopeia.",It's in Cassiopeia for the 10th time!
Sarcasm,"What you have done or in this case, not done, is what counts.","Just what you did, or in this case, you didn't, it's what counts."
Sarcasm,She used to be a famous star.,She was a great star.
Sarcasm,Decent sum of money for evening's work.,A handsome sum for an evening's work.
Sarcasm,But you still like to go in the church.,But you do love going to church.
Sarcasm,They made considerable progress in witchcraft and necromancy.,They've made remarkable advances in sorcery and necromancy.
Sarcasm,I think you're unbelievably brave.,I think you're incredibly brave.
Sarcasm,I really am making progress.,I'm really moving forward.
Sarcasm,"This ""catching up"" strategy worked immaculately.","As a ""catch-up"" strategy, it worked fantastically well."
Sarcasm,It's a crime without victims and potentially education!,They're a victimless crime and potentially educational!
Sarcasm,I'm fond of law.,I love the law.
Sarcasm,His evidence was conclusive.,And his evidence is compelling.
Sarcasm,We value our independence very much.,Our independence is greatly appreciated.
Sarcasm,I demand secrecy and loyalty. $500 a week.,Complete discretion and loyalty. $500 a week.
Sarcasm,But much more than that.,But so much more.
Sarcasm,I think we got a witness.,I think we've got the best man.
Sarcasm,This is only a surprise.,It's just a surprise.
Sarcasm,It was better than any college.,Better than any school.
Sarcasm,"I do not believe in vampires, but believe what I have seen.","I don't believe in vampires, but I believe in what I saw. Good for you."
Sarcasm,"He regarded the science community as the best ally,","Considered the scientific community's best ally,"
Sarcasm,I think it is best that you look into these documents and sign them before I leave Friday.,"Well, maybe the best thing is if you can take a look at these documents and sign them before I leave on Friday."
Sarcasm,That worked for Courtney Love.,That's helpful to Courtney Love.
Sarcasm,Blinding light in the sky.,A dazzling light in the sky.
Sarcasm,"It's such a ridiculous thing, Castle.","It's so funny, Castle."
Sarcasm,"Though I have devoted my lives to God and the goodness of it, I secretly like to throw oranges on our priest.",Although I've dedicated my life to God and goodness I secretly love throwing oranges at our priest.
Sarcasm,You are the strangest man I have met.,You're the most extraordinary man I ever met.
Sarcasm,"A demon is a creature of evil, pure and simple.",The demon's a creation of evil. Pure and very simple.
Sarcasm,"Oh, this is ridiculous.","Oh, that's a laugh."
Sarcasm,I am incapable of expressing how fascinating it is.,I can't begin to tell you how fascinating this is.
Sarcasm,I will be happy to help you.,It'll be a pleasure to help you.
Sarcasm,I beg you to welcome President Mandela!,"Please, welcome, President Mandela!"
Sarcasm,I'd loved him from the moment he put him on my finger.,I've loved it ever since he put it on my finger.
Sarcasm,Is it not a beautiful sight?,Isn't this a nice view?
Sarcasm,This is an emergency!,Here's an extraordinary state!
Sarcasm,"Right now, I am the world's mostfriendly man.",Right now I'm the friendliest man in the world.
Sarcasm,"Is it not, minister?","Isn't that right, Minister?"
Sarcasm,Is that not so much better?,Isn't this much better?
Sarcasm,But what is unusual is they had a match.,But it's extraordinary that they were a match.
Sarcasm,We value your generosity very much.,Your generosity is much appreciated.
Sarcasm,"I've no visits to the North Pole before, so it's been a big deal to me.","I had never visited the North Pole before, so this was a great highlight for me."
Sarcasm,How strange to meet you so far from Paris.,It's funny meeting you this far from Paris.
Sarcasm,Satisfactory conclusion to the whole operation.,Successful completion of the entire operation.
